Title,Product Url,Price,Brand,Rating,Units Sold,Product Description
[Sg Stock] Essential Beauty Sheet Facial Mask Moisturising Black Snail Gold,https://shopee.sg/-Sg-Stock-Essential-Beauty-Sheet-Facial-Mask-Moisturising-Black-Snail-Gold-i.592706352.14309216320?sp_atk=810d7957-2e77-4b7b-8960-adc8a9227c8c&xptdk=810d7957-2e77-4b7b-8960-adc8a9227c8c,$0.41 - $0.61,,4.9,14k,"Welcome to Shinesg
All items are ready stock. 
We are a local seller with fast delivery, we ship next working day.
Buy 15 pieces to enjoy a free gift :)
Hope you enjoy our products!



Affordable and good quality sheet masks great for pampering yourself after a long day of hard work. Great for gifts as well.

1 BINGJU 8 Cups of Water - Moisturizing and Minimizes Pores
2 Hyaluronic Acid Moisturizing Mask - Moisturizing and Deeply Hydrating
3 Lemon - Brightening 
4 Grape - Firming
5 Cherry - Moisturising
6 Gold Foil Hyaluronic Acid - Hydrating + Reduce fine lines
7 Fayilan Seaweed Essence - Moisturizing + oil control
8 BISUTANG Seaweed - Moisturizing + reduce blemish
9 Snail Black Mask - Cleansing + deeply moisturizing
10 Snail Hydrating - Soothing + Hydrating
11Aloe Tender - Moisturizing + Tenderizing
12 Silk Purifying
13 Silk Moisturizing
14 Silk Whitening
15 Himalayan Secret - Moisturizing and Whitening
16 Ganoderma Lucidum (Lingzhi) - Rejuvenating + Glow
17 Nicotinamide (Niacinamide) - Moisturising + Brightening
18 Caviar Hyaluronic Acid - Hydration + Soothing
19 Snail Moisturising - Moisturising + Smoothening


All masks expire in 2024
Some product packaging may be slightly different due to change in packaging.

Precautions: 
1. Do a skin test on neck or behind ear before using the mask
2. Stop using immediately if any irritation occurs.
3. For external use only, keep away from eyes or broken skin.
4. Store in a cool dry place.
5. Keep away from infants and children."
❤️TIME SALE❤️[innisfree] My Real Squeeze Mask / Shipping from Korea,https://shopee.sg/%E2%9D%A4%EF%B8%8FTIME-SALE%E2%9D%A4%EF%B8%8F-innisfree-My-Real-Squeeze-Mask-Shipping-from-Korea-i.145818032.2288931907?sp_atk=3ab16a8c-d98c-4670-966b-767cdc2f963b&xptdk=3ab16a8c-d98c-4670-966b-767cdc2f963b,$0.90 - $1.90,Innisfree,4.9,35.7k,"❤️Kueen 3 Promises❤️
1. All products are 100% authentic.
2. All products are shipped directly from Korea
3. FREE gift samples

✔My real squeeze mask
What’s your skin craving? It can change from day to day. That’s why sheet masks have been a Korean skin care go-to for years—the portable packets of goodness can be customized to any shifting daily needs. 

■My Real Squeeze Masks come in 3 levels of hydration
 • Water base: Light & Fresh
 • Essence base: Deeply Hydrating
 • Cream base: Intensely Nourishing
Biodegradable : Made from 100% eucalyptus fibers 

■HOW TO USE
1. After cleansing and toning, apply the mask evenly and smoothly over the entire face, avoiding the eye and lip area. 
2. Remove mask after 10-20 minutes and gently pat the remaining residue for full absorption and longer lasting hydration. 

💕 Thank you for visit our shop"
COSRX Acne Pimple Master Patch / Clear Fit Master Patch / AC Collection Patch,https://shopee.sg/COSRX-Acne-Pimple-Master-Patch-Clear-Fit-Master-Patch-AC-Collection-Patch-i.224831920.5219444924?sp_atk=6ad87fd2-ae15-46a0-8861-47fb6d8387d7&xptdk=6ad87fd2-ae15-46a0-8861-47fb6d8387d7,$2.54 - $16.20,COSRX,5.0,73.3k,"Acne Pimple Master Patch 24 Patches

Description

1. Hydrocolloid protects wounds from dust and viruses in the air. 2. Emergency & Versatile & Concentrated care with various sizes – 7mm, 10mm, 12mm. 3. Convenient use. 4. Low irritation. 5. Clear – It is fine to put on makeup when you go out.
Suggest Use
1. Cleanse the area around acne blemishes, pimple and completely dry the area. 2. Select a patch of a bigger size of acne blemishes, pimple and attach the patch to the area. 3. Do not change the patches until the size of the acne blemishes, pimple gets reduced, so that the patch can absorb the impurities sufficiently. 
CAUTION 
For external use only. Avoid contact with eyes, Discontinue use if signs of irritation or rashes appear. Keep out of reach of children.

Clear Fit Master Patch 18 Patches

Description

Ultra-thin hydrocolloid patch covering in gradient form
*Tip
After cleansing the Skincare step If you stick to the area of the skin that you want to conceal, the adhesion will be even higher.

* Differences between the Acne Pimple Master Patch and the Clear Pit Master Patch
- The Acne Pimple Master Patch is made up of various sizes, It can be used on various size wound areas and is excellent for absorbing scars.
- It is a thin patch that covers the skin in the form of gradient as well as absorbing the wound.
- When applying patches and makeup, patches are not visible.

AC Collection Acne Patch 26 Patches

The AC Collection Acne Patch is an oval-shaped, highly adhesive acne patch suitable for covering several adjacent acne spots at once. These hydrocolloid patches infused with Centella Asiatica soothe and calm inflammation in acne, reduce chances of scarring and fight pimples before they fully form. Coming in three different sizes, these patches are perfect for use on face acne or even acne on the body. The innovative design of the patches ensures strong adhesion, and because of the thinner border, the patches better adhere to the curves of the face. 

Suggested Use
1. Remove the patches from the film and attach them to the fully dried lesion.
2. Replace the patches as they become white due to the preservation of exudates.
#cosrx #skincare #makeup #beauty #korean #toner #cleanse #treatment #facial #mask #pimple #patch #acne"
"💞CeraVe💞 Cleanser (Hydrating, Foaming, Renewing SA), Lotion (Daily, AM, PM), Moisturizing Cream, Resurfacing Retinol",https://shopee.sg/%F0%9F%92%9ECeraVe%F0%9F%92%9E-Cleanser-(Hydrating-Foaming-Renewing-SA)-Lotion-(Daily-AM-PM)-Moisturizing-Cream-Resurfacing-Retinol-i.13229849.3206849965?sp_atk=11a78a24-ee41-4459-b935-0977d0b70baf&xptdk=11a78a24-ee41-4459-b935-0977d0b70baf,$9.50 - $38.90,CeraVe,5.0,44.1k,"💞Authentic
💞Brand New
💞Instock
💞Imported from USA/EU. Expiry dates may/may not be printed on product as it's not required by US FDA, EU Cosmetics Regulations.
What is the expiry date of the product?
Once opened, please refer to PAO (period upon opening), eg. 3M upon opening.
If not stated, the recommended usage is 1 year upon opening. 

If unopened, please refer to expiry dates written on product. 
If expiry dates are unstated, please contact us for help.

Our products have a minimum of 6 months shelf life before expiring.

List of CeraVe Products: 

Facial Cleansers:
CeraVe Hydrating Facial Cleanser 87ml
CeraVe Hydrating Facial Cleanser 355ml
CeraVe Hydrating Facial Cleanser 473ml
CeraVe Hydrating Facial Cleanser 562ml
CeraVe Foaming Facial Cleanser 87ml
CeraVe Foaming Facial Cleanser 355ml
CeraVe Foaming Facial Cleanser 473ml
CeraVe Foaming Facial Cleanser 562ml
CeraVe Acne Foaming Cream Cleanser 150ml
CeraVe Hydrating Cream-to-Foam Cleanser 562ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml

Facial Moisturizers:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe PM Facial Moisturizing Lotion 89ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe Eye Repair Cream 14.2g
CeraVe Skin Renewing Night Cream 48g

Body Cleansers: 
CeraVe SA Body Wash 296ml
CeraVe Hydrating Body Wash 296ml
CeraVe Soothing Body Wash 296ml

Body Moisturizers:
CeraVe Moisturizing Cream 56ml
CeraVe Moisturizing Cream 453g
CeraVe Moisturizing Cream with Pump 453g 
CeraVe Moisturizing Cream 539g
CeraVe Daily Moisturizing Lotion 87ml
CeraVe Daily Moisturizing Lotion 355ml
CeraVe Daily Moisturizing Lotion 562ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g
CeraVe Itch Relief Moisturizing Lotion 237ml
CeraVe Itch Relief Moisturizing Cream 340g
CeraVe Eczema Creamy Oil 236ml

Face Serums:
CeraVe Resurfacing Retinol Serum 30ml
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml

Ointment:
CeraVe Healing Ointment 144g

Sunscreen:
CeraVe AM Facial Moisturising Lotion with Sunscreen 89ml
CeraVe Hydrating Sunscreen SPF 30 Face Lotion 75ml
CeraVe Hydrating Sunscreen SPF 30 Face Sheer Tint 50ml
CeraVe Ultra-Light Moisturizing Lotion SPF 30 50ml

Rough and Bumpy:
CeraVe SA Body Wash 296ml
CeraVe Renewing SA Cleanser 237ml
CeraVe Renewing SA Cleanser 473ml
CeraVe SA Lotion for Rough & Bumpy Skin 237ml
CeraVe SA Cream for Rough & Bumpy Skin 340g

Anti Aging:
CeraVe Skin Renewing Retinol Serum 30ml
CeraVe Skin Renewing Vitamin C Serum 30ml
CeraVe Skin Renewing Night Cream 48g

Eczema:
CeraVe Eczema Creamy Oil 236ml"
1pc Wheat Straw Toothbrush Adult Bamboo Charcoal Soft Portable Travel Disposable Out,https://shopee.sg/1pc-Wheat-Straw-Toothbrush-Adult-Bamboo-Charcoal-Soft-Portable-Travel-Disposable-Out-i.147906073.5348227222?sp_atk=000176a9-81ed-4c5a-aeb6-a092c3e0999b&xptdk=000176a9-81ed-4c5a-aeb6-a092c3e0999b,$1.50,,4.9,5.8k,"Applicable people Universal

Specifications Various

Product category Manual.

Function Bamboo charcoal

Product name: Wheat bamboo charcoal toothbrush

Product fabric: wheat straw+bamboo charcoal soft hair

Plus velvet: sharpened brush wire

Brush handle: wheat straw+PP

Gram weight: 13g

Quantity: 1

Random color

Many people in life give enough attention to toothbrushes and often ignore the health care of teeth.Only think that the teeth and velvet are standing, not rolled or rolled, and the brush handle is not broken, so continue to use it. It will not be replaced for a long time, so it can ""spoil"" the baby teeth.I don't know how old it is.

Serious consequences of use!Living teeth not only need to replace toothbrushes regularly, but also carefully"
Korea Lip Sleeping Mask Night Sleep Moistened Lip Balm Bleaching Cream Lips Care-3g,https://shopee.sg/Korea-Lip-Sleeping-Mask-Night-Sleep-Moistened-Lip-Balm-Bleaching-Cream-Lips-Care-3g-i.159830232.12411136647?sp_atk=b8ca7009-3886-4724-83f6-bc5d58718d4a&xptdk=b8ca7009-3886-4724-83f6-bc5d58718d4a,$0.99,,4.8,3.1k,"❤100% brand new! ! !
❤ 100% genuine guarantee! ! !
❤ The latest, most fashionable, high quality, low price, suitable for all people who pursue beauty.
❤Our store is updated daily, please follow us.
❤Surprise! Surprise!

how to use

step 1
Before going to bed at night, use the built-in spatula to apply an appropriate amount on lips.
※Efficacy: Melt stubborn dead skin cells from lips all night to provide sufficient moisture for lips.

Step 2
The next morning, gently wipe your lips with a tissue or cotton pad.
※Efficacy: Make lips smooth and elastic

#lip #lips #lipcare #lipbalm #liptreatment #kosmetikmurah #lipmask "
Ryo Hair Loss Care Shampoo,https://shopee.sg/Ryo-Hair-Loss-Care-Shampoo-i.285317779.3155404206?sp_atk=65d1332f-0a69-4ed0-9766-b994aa2847ac&xptdk=65d1332f-0a69-4ed0-9766-b994aa2847ac,$9.49 - $18.78,Ryo,5.0,12.5k,"1. All products are 100% authentic.
2. All products are imported directly from korea

Ryo Deep Cleansing & Cooling Shampoo 550ml
Ryo Deep Cleansing & Cooling Conditioner 550ml
Ryo Strengthen & Volume Shampoo 550ml
Ryo Strengthen & Volume Conditioner 550ml
Ryo Damage Care & Nourishing Shampoo 550ml
Ryo Damage Care & Nourishing Conditioner 550ml

Hair Loss Care Series
RYO Hair Loss Care Shampoo (For Oily Scalp) 400ml
RYO Hair Loss Care Shampoo (For Normal Scalp) 400ml
RYO Hair Loss Care Shampoo (For Sensitive Scalp) 400ml
RYO Hair Loss Care Shampoo (For Weak Hair) 400ml
RYO Hair Loss Care Shampoo (For Dandruff) 400ml

RYO Hair Loss Expert Care Shampoo (For Oily Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dry Scalp) New  400ml
RYO Hair Loss Expert Care Shampoo (For Sensitive Scalp) New 400ml
RYO Hair Loss Expert Care Shampoo (For Weak Hair) New 400ml
RYO Hair Loss Expert Care Shampoo (For Dandruff) New 400ml

Local Seller "
70g Underarm / Knee / Leg / Private Parts Skin Whitening Cream,https://shopee.sg/70g-Underarm-Knee-Leg-Private-Parts-Skin-Whitening-Cream-i.424294869.6387440703?sp_atk=00b85ba0-504e-41ca-b33c-847a68fd0ff4&xptdk=00b85ba0-504e-41ca-b33c-847a68fd0ff4,$3.39,,4.7,13.5k,"70g Underarm / Knee / Leg / Private Parts Skin Whitening massage Cream

Take an appropriate amount of cream and apply it on the desired area, gently massage for a few minutes, deep cleansing, locking in nutrients and moisture, creating a smooth and moisturizing skin, it is very effective for the dark and rough skin of the joints.
Effective in 28 days (it is recommended to buy at least 2 bottles)
Specifications:
Product Category: Body Lotion
Product Series: Artifacts for removing black joints
Net content: 70 (g/ml)
Cosmetic efficacy: control oil, shrink pores, hydrate, brighten skin tone, moisturize
Skin Type: General
Applicable people: general
Special purpose cosmetics: No
Shelf life: 3 years
Package Included:
1*Whitening Cream"
Mise En Scene Hello Bubble Color Hair Dye Coloring x Black Pink 19 colors,https://shopee.sg/Mise-En-Scene-Hello-Bubble-Color-Hair-Dye-Coloring-x-Black-Pink-19-colors-i.418013117.8357761484?sp_atk=e86b71b8-5772-4af1-a98d-2e52ba9c1819&xptdk=e86b71b8-5772-4af1-a98d-2e52ba9c1819,$8.50 - $9.50,Mise-En-Scene,4.9,14.7k,"🇰🇷 100% genuine products imported from Amorepacific Corporation, South Korea
🤩 Their brands include Sulwhasoo, LANEIGE, Mamonde, Etude, innisfree and more!
⚡ Ready stock in Singapore for immediate shipping or store pick up
💪 Long product expiry date at over 15 months!

❗ Some colors need bleaching (use PRIMER) first to get good and bright results
You can check it from before after pictures
After using Primer, you can dyeing another hair colour

❓How to use: 
Mix Solution 1 and Solution 3 Secret Magic Ampoule into Solution 2 Bubble Foam Color Bottle.
Shake sideways 20 times.
Apply evenly to hair.
Wait 20-30 minutes.
Wash product out of hair.
Use Hair Perfect Serum to make your hair more glowing and healthy

❓Usage by hair length:
1. Short hair (bob) : use 2/3 bottle
2. Medium hair (shoulder length): use 1 full bottle
3. Long hair (chest length): use 1.5 - 2 full bottles

🌈19 colors:
1. Primer (Pre-treatment to tone up hair colour)
2.  7A Ash Taupe Gray (New) 
3.  5A Dark Ash (New) 
4. 4B Whale Deep Blue
5. 1B Mystic Black Turn (Special Edition: Cream)
6. 3NT Dark Choco
7. 4GN Mermaid Green 
8. 5BR Deep Bordeaux Rose
9. 6A Dusty Ash
10. 6N Choco Brown
11. 7K Ash Khaki Brown
12. 7MA Metallic Ash
13. 7P Sahara Rose Pink
14. 8MG Matt Gold
15. 8O Sunset Orange
16. 9B Twinkle Blue
17. 10G Vanilla Gold
18. 11RG Rose Gold
19. 11P Ballet Pink

#hellobubble #hairdye #selfdye"
[Etude House] Drawing Eye Brow 0.25g NEW,https://shopee.sg/-Etude-House-Drawing-Eye-Brow-0.25g-NEW-i.107921853.1803323223?sp_atk=20828033-2064-4cb9-9890-bb5b03d06e04&xptdk=20828033-2064-4cb9-9890-bb5b03d06e04,$2.39,Etude House,5.0,21k,"-Feature 

This is a pencil type eyebrow that fills in between brow hair

-Option
*Old Version
#01 dark brown *old ver
#02 gray brown *old ver 
#03 Brown *old ver 
#04 dark gray *old ver 
#05 Gray *old ver 
#06 Black *old ver 
#07 bright brown *old ver

*Renewal Version
#01 dark brown *Renewal Ver
#02 gray brown *Renewal Ver
#03 Brown *Renewal Ver
#04 dark gray *Renewal Ver
#05 Gray *Renewal Ver
#06 Ash brown *Renewal Ver
#07 light brown *Renewal Ver

-Volume
0.25g

-How To Use
1. Fill in between hairs with wider surface
2. Draw brow line and delicate edges with slimmer surface."
24K Gold Crystal Collagen Eye Mask Anti Aging/Dark Circles/Puffiness/Wrinkles Moisturizing Eye Masks Gel,https://shopee.sg/24K-Gold-Crystal-Collagen-Eye-Mask-Anti-Aging-Dark-Circles-Puffiness-Wrinkles-Moisturizing-Eye-Masks-Gel-i.35676241.6030057215?sp_atk=c9f81e50-9c7e-4364-95ab-57ebdbed2475&xptdk=c9f81e50-9c7e-4364-95ab-57ebdbed2475,$0.30,,4.8,41.2k,"Item Type : Treatment & Mask
Use : Eye
Ingredient : Eye Mask
Feature : Whitening，Anti-Aging，Moisturizing，Anti-Puffiness，Dark Circle
NET WT : 1 Pairs Eye Mask

Feature:
MOISTURIZING AND PLUMPING EFFECTS OF 24K GOLD EYE PADS: Premium 24k Gold Powder Collagen Eye Patches deeply hydrate the delicate under eye area and increase the skin's elasticity, alleviate under eye bags, ameliorate dark circles, treat eye fatigue, decrease puffiness, and smooth crow's feet and fine lines with its unique blend of natural ingredients.
NATURAL INGREDIENTS SPEED UP CELL & COLLAGEN REGENERATION AND REPAIR: The central ingredients of the mask are taken from nature. These include 24k nano gold flecks, high density plant collagen, Vitamin C, Vitamin E, Provitamin B5, purified water, and hyaluronic acid. The composition of the pads is similar to that of human tissue. With high density plant collagen and transparent mask releasing technology, the ingredients are quickly absorbed by the skin, providing needed nutrients and moisture.
EASY TO USE: Wear collagen masks 2-3 times a week for approximately 30 minutes to see effects.
5 PAIRS OF EYE MASKS IN INDIVIDUALLY SEALED SCAHETS: Our masks are especially designed for refrigeration, adding a concentrated dose of cold to decrease puffiness. We recommend refrigerating them for 1 hour before applying.
 
How to use:
1) Cleanse and dry your face
2) Peel off the plastic from the eyepatch
3) Place the patches below the eye
4) USE 2-3 times a week, Wear about 30 mins
5) Remove the patches, DO NOT reuse them
 
Package Including:
1x Pairs Eye Mask"
Pureen Hand Sanitizer 150ml,https://shopee.sg/Pureen-Hand-Sanitizer-150ml-i.16618662.17530054554?sp_atk=fe3bc030-0482-4aaf-a7e7-cdd4846ed0ec&xptdk=fe3bc030-0482-4aaf-a7e7-cdd4846ed0ec,$99.00,Pureen,5.0,2.2k,"Provides fast, convenient and effective way to clean and sanitize your hands without using soap and water. Contains moisturizer and vitamin E, leaving hands soft without sticky after-feel. Kills 99.99% Germs. Contains 68% Alcohol Denat."
1pcs Hydrating Natural Collagen Acid Face Sleep Facial Sheet Mask whitening moisturizing facial mask,https://shopee.sg/1pcs-Hydrating-Natural-Collagen-Acid-Face-Sleep-Facial-Sheet-Mask-whitening-moisturizing-facial-mask-i.87514129.2977996003?sp_atk=73e32868-a431-445b-a330-bbb511cb4f20&xptdk=73e32868-a431-445b-a330-bbb511cb4f20,$0.25,,4.6,10.6k,"Place of Origin:Guangdong, China
Model Number:100pcs/box，this link is 0.4sgd/PCS , 2ml/PCS
Use:Face
Main Ingredient:Collagen, ALOE VERA, Vitamin C, Hyaluronic acid
Mask Form:Cream
Supply Type:OEM/ODM
Material:Cotton
Ingredient:Organic, Vitamin C, Hyaluronic acid, Herbal
Gender:Female
Feature:Moisturizer, Anti-wrinkle, Whitening, Firming, Nourishing, Lightening
Skin Type:Combination, Normal, Dry, Sensitive, OILY, All skin types
Specification:Skin Whitening Facial Mask"
Collagen Nourishing Lip Film Cute Lip Mask 8g Lips and Honey Moisturizing and Nourishing Lip Mask anti-cracking lip moisturizer student men and women to remove dead skin collagen lip film唇膜8g 防干裂淡化唇纹润唇膏学生男女去死皮骨胶原唇膜,https://shopee.sg/Collagen-Nourishing-Lip-Film-Cute-Lip-Mask-8g-Lips-and-Honey-Moisturizing-and-Nourishing-Lip-Mask-anti-cracking-lip-moisturizer-student-men-and-women-to-remove-dead-skin-collagen-lip-film%E5%94%87%E8%86%9C8g-%E9%98%B2%E5%B9%B2%E8%A3%82%E6%B7%A1%E5%8C%96%E5%94%87%E7%BA%B9%E6%B6%A6%E5%94%87%E8%86%8F%E5%AD%A6%E7%94%9F%E7%94%B7%E5%A5%B3%E5%8E%BB%E6%AD%BB%E7%9A%AE%E9%AA%A8%E8%83%B6%E5%8E%9F%E5%94%87%E8%86%9C-i.398162368.11601979770?sp_atk=a1bbcb8b-5297-468c-90f0-9ab663c1e9e0&xptdk=a1bbcb8b-5297-468c-90f0-9ab663c1e9e0,$0.30,,4.9,12.2k,"Collagen Nourishing Lip Film Cute Lip Mask
Lips and Honey Moisturizing and Nourishing Lip Mask
anti-cracking lip moisturizer student Lip remove dead skin collagen lip film
Pure Natural Repair
Formula, A stick to improve dry, rough, lip lines
唇情蜜语保湿滋润唇膜
功效：保湿修护，淡化唇纹，提亮唇色，清理死皮，夜间修护
主要成份：玫瑰花，皱波角叉菜，透明质酸，甘油，黄原胶等
规格：8g/片
保持期：3年
: "
"💞The Ordinary💞 Niacinamide, Hyaluronic, Caffeine, Alpha Arbutin, Retinol, Vitamin C, Buffet, Salicylic, Glycolic",https://shopee.sg/%F0%9F%92%9EThe-Ordinary%F0%9F%92%9E-Niacinamide-Hyaluronic-Caffeine-Alpha-Arbutin-Retinol-Vitamin-C-Buffet-Salicylic-Glycolic-i.13229849.6215148848?sp_atk=44ba4acb-c6dd-40ca-93a2-ac0d580990d0&xptdk=44ba4acb-c6dd-40ca-93a2-ac0d580990d0,$10.46 - $32.15,The Ordinary,5.0,34.3k,💞Authentic
Mamonde Flower Lab Essence Mask Deep Moisturizing 25ml,https://shopee.sg/Mamonde-Flower-Lab-Essence-Mask-Deep-Moisturizing-25ml-i.98494600.3479333551?sp_atk=05f53833-2283-499d-aeb5-75c5947a6a45&xptdk=05f53833-2283-499d-aeb5-75c5947a6a45,$0.99 - $1.08,Mamonde,4.9,26.4k,"Deep Moisturizing
Magnolia Brightening
Rose Moisturizing
Narcissus Hydrating
Camellia Antiaging
Primrose nourishing

How To Use
: Cleanse your face and dry it, then refine your skin texture with toner.
  Apply the mask on your face.
  After 10-20 minutes take off the mask and tap your face till the essence is fully absorbed."
Perfect Diary Waterproof Loose Powder Face Powder 12H Oil-Control Applicable To Mask With Cushion Foundation Set,https://shopee.sg/Perfect-Diary-Waterproof-Loose-Powder-Face-Powder-12H-Oil-Control-Applicable-To-Mask-With-Cushion-Foundation-Set-i.240344695.5946255000?sp_atk=936eeba2-d7f3-4c6f-bda9-3186c439d0a0&xptdk=936eeba2-d7f3-4c6f-bda9-3186c439d0a0,$14.90 - $29.90,Perfect diary,4.9,21.4k,Product Description
[MEDIHEAL] Ampoule & Esssential Mask EX 1ea,https://shopee.sg/-MEDIHEAL-Ampoule-Esssential-Mask-EX-1ea-i.288627930.7744406874?sp_atk=460f9223-128d-457d-8a1b-9166b7c92597&xptdk=460f9223-128d-457d-8a1b-9166b7c92597,$0.92 - $1.31,MEDIHEAL,5.0,25.1k,"<[MEDIHEAL] Ampoule Mask EX & Esssential Mask EX> 

<Feature>
Daily mask used every day according to skin troubles that change day by day.

<Option>
N.M.F Aquaring 1ea
P.D.F A.C Dressing 1ea
I.P.I Lightmax 1ea
Teatree Care Solution 1ea
Collagen Impact 1ea
Placenta Revital 1ea
Vita Lightbeam 1ea

<Volume>
24ml~27ml

<How To Use>
1. After cleansing, trim the skin with lotion, take out the mask sheet, and apply it in order of forehead> nose> forehead, based on both eyes.
2. Pull up the incision line on your ears and tighten the ball around the cheek.
3. Allow sufficient rest until the liquid is dry enough, then remove the mask. (Due to the nature of the mask sheet, once the liquid is sufficiently absorbed, you will feel a good fit due to the natural shrinkage of the sheet.)
4. Lightly tap the remaining liquid to absorb.

#MEDIHEAL #Ampoule #Mask #REX #Esssential #imbeautycosmetic#Wholesale #Korea #Cosmetic #Authentic"
【Ready Stock】BORN PRETTY 7ml Nail Gel Pink Red Colors Soak Off UV Gel Polish Nail Art,https://shopee.sg/%E3%80%90Ready-Stock%E3%80%91BORN-PRETTY-7ml-Nail-Gel-Pink-Red-Colors-Soak-Off-UV-Gel-Polish-Nail-Art-i.298605942.8101948720?sp_atk=52f2b4af-325a-4bbf-98e8-4c37f402d805&xptdk=52f2b4af-325a-4bbf-98e8-4c37f402d805,$1.35 - $2.86,BORN PRETTY,4.8,13.3k,"Note: The Total Volume of Each Nail Gel Order Should Be Within 60ml according to Shopee Policy，If it exceeds 60ml, we will not be able to ship it to you

Specification:
Brand: BORN PRETTY           
Type: Gel Polish
Color：As the pictures show
Quantity: 1 Bottle
Capacity: 7ml
Color：88 Colors
Long Period: About 15 Days
Suitable Lamp: UV Lamp or LED Lamp

Package Contents:
BORN PRETTY 2021 New Trend Colors Series Gel

Feature:
It made of healthy, environmental,friendly,no poisonous,pungent chemical materials.
It is quick drying with any UV Light.
Long lasting for at least 15-21days, fantastic and super bright nails for you.
This nail gel polish is easy to apply and soak off.
Allow you for professional or home nail art design. 
A professional Nail Art Gift for yourself or your girlfriend.

Professional usage:
Step 1. Clean Nails then trimming nail surface as normal manicures process. 
Step 2. Fully shake up the gel polish, it can make the gel polish color balanced. (Important)
Step 3. Apply Base gel coat first,which can make polish lasting longer, cure with UV lamp or LED lamp. (Necessary)
Step 4. Apply first layer of color gel directly, cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 5. Apply second layer of color gel and then immediately cure with UV lamp for 2 minutes or cure with LED lamp for 60 seconds.
Step 6. Coat with top coat,cured by UV lamp or LED lamp.

Remove Our UV Gel Nail Polish Step:
• Soak nails in a glass bowl filled with a small amount of acetone, or wrap each nail in cotton pad soaked with acetone for around 5 to 10 minutes. 
• Product will start to become soft and you can gently file it away or slide it off using a small wooden stick.

Warm Reminder:
1. NOTICE: Please avoid contact with skin. In case of accident or if you feel unwell, seek medical advice immediately. (show the label whenever possible)
2. Keep tightly sealed. Keep out of sunlight. Keep out of reach of children

#nails
#nail
#color gel
#nail gel
#gel polish
#pink gel
#uv gel
#uvgel 
#nailgel
#nail gel
#gelpolish
#soak off gel
#soak off nail gel
#nail gel polish
#base gel
#top coat
#Soak Off UV Gel
#Nail Art"
